instruction,category,intent
corrección de información en la cuenta premium,ACCOUNT,edit_account
pagué simbolo_moneda monto_reembolso por este artículo necesito ayuda para obtener un reembolso,REFUND,get_refund
necesito recuperar mi pin,ACCOUNT,recover_password
dónde puedo ver la fecha estimada de entrega de la compra numero_pedido,ORDER,track_order
cómo cancelar una cuenta de tipo_cuenta,ACCOUNT,delete_account
no sé cómo puedo informar sobre problemas de registro,ACCOUNT,registration_problems
puedo consultar en qué casos puedo solicitar un reembolso,REFUND,check_refund_policy
tengo un problema al configurar una dirección de entrega,SHIPPING,set_up_shipping_address
dónde puedo suscribirme al maldito boletín informativo de la empresa,SUBSCRIPTION,newsletter_subscription
ayúdenme a saber a qué hora puedo contactar con el servicio de atención al cliente,CONTACT,contact_customer_service
ya no puedo permitirme comprar numero_pedido cancélelo,ORDER,cancel_order
ayúdenme a llamar a atención al cliente,CONTACT,contact_customer_service
podría consultar si hay alguna novedad sobre mi reembolso,REFUND,track_refund
nunca uso mi cuenta de tipo_cuenta ayúdenme a cancelarla,ACCOUNT,delete_account
no quiero el pedido numero_pedido podrías ayudarme a cancelarlo,ORDER,cancel_order
no sé cómo descargar mi factura 00108,INVOICE,get_invoice
no sé qué tengo que hacer para eliminar una cuenta estándar,ACCOUNT,delete_account
no quiero el pedido numero_pedido,ORDER,cancel_order
quiero ayuda para comprobar la penalización por salida anticipada,CANCEL,check_cancellation_fee
necesito ayuda para revisar rápidamente mi factura n 37777,INVOICE,check_invoice
elegí una dirección de envío incorrecta cómo la actualizo,SHIPPING,change_shipping_address
es posible adquirir varios de sus productos,ORDER,place_order
quiero ayuda para usar la cuenta tipo_cuenta,ACCOUNT,switch_account
quiero ver qué opciones de envío tengo cómo puedo hacerlo,DELIVERY,delivery_options
cómo puedo ver las comisiones por retiro,CANCEL,check_cancellation_fee
quiero notificar los errores en el pago cómo puedo hacerlo,PAYMENT,payment_issue
soporte para configurar una nueva dirección de envío,SHIPPING,set_up_shipping_address
información correcta en la cuenta de onpro,ACCOUNT,edit_account
puedes ayudarme usando la maldita cuenta platino,ACCOUNT,switch_account
tengo problemas para corregir la maldita dirección,SHIPPING,change_shipping_address
dónde puedo obtener información sobre un cambio de domicilio,SHIPPING,change_shipping_address
no puedo recuperar mi pin de cuenta,ACCOUNT,recover_password
actualizar detalles en la cuenta tipo_cuenta,ACCOUNT,edit_account
no sé qué tengo que hacer para eliminar la cuenta tipo_cuenta,ACCOUNT,delete_account
dirección de correo electrónico de asistencia al cliente,CONTACT,contact_customer_service
asistencia utilizando el perfil de platino sangriento,ACCOUNT,switch_account
no sé qué tengo que hacer para presentar una queja como cliente,FEEDBACK,complaint
no sé qué debo hacer para obtener el reembolso del dinero,REFUND,get_refund
necesito ayuda para cancelar la compra numero_pedido,ORDER,cancel_order
tengo errores con el registro,ACCOUNT,registration_problems
tengo que configurar mi dirección de envío cómo puedo hacerlo,SHIPPING,set_up_shipping_address
he pagado simbolo_moneda monto_reembolso por esta compra ayuda para recibir un reembolso,REFUND,get_refund
consultar la fecha estimada de entrega del pedido numero_pedido,ORDER,track_order
envíenme la factura de nombre_persona,INVOICE,get_invoice
puedo consultar la tarifa de cancelación,CANCEL,check_cancellation_fee
necesito comprobar cuánto tiempo suelen tardar los reembolsos,REFUND,check_refund_policy
tengo que localizar mi factura número 37777,INVOICE,check_invoice
no sé cómo cerrar mi cuenta tipo_cuenta,ACCOUNT,delete_account
podrías decirme qué modalidades de pago aceptas,PAYMENT,check_payment_methods
asistencia para hablar con el servicio de atención al cliente,CONTACT,contact_customer_service
necesito obtener la factura de nombre_persona puedo obtener ayuda,INVOICE,get_invoice
no sé cómo puedo cambiar a la cuenta estándar,ACCOUNT,switch_account
necesito ayuda para usar la cuenta tipo_cuenta,ACCOUNT,switch_account
quiero ayuda para cerrar mi cuenta pro,ACCOUNT,delete_account
dónde puedo descargar las facturas de nombre_persona,INVOICE,get_invoice
dígame a qué hora puedo comunicarme con el servicio de atención al cliente,CONTACT,contact_customer_service
no sé cómo consultar el estado del pedido numero_pedido,ORDER,track_order
asistencia para verificar en qué situaciones puedo solicitar reembolsos,REFUND,check_refund_policy
quiero ayuda para adquirir algunos de sus productos,ORDER,place_order
cómo puedo hablar con alguien,CONTACT,contact_human_agent
revisar factura de nombre_persona,INVOICE,check_invoice
no sé qué tengo que hacer para restablecer mi contraseña,ACCOUNT,recover_password
me gustaría obtener información sobre el pin perdido,ACCOUNT,recover_password
necesito ayuda para notificar un problema con los pagos,PAYMENT,payment_issue
quiero consultar el estado de mi restitución necesito ayuda,REFUND,track_refund
problema al intercambiar algo del pedido numero_pedido,ORDER,change_order
ayuda para verificar el estado de la restitución,REFUND,track_refund
abrir una cuenta tipo_cuenta para mi padre,ACCOUNT,create_account
intento obtener la factura n 85632,INVOICE,get_invoice
quiero ayuda para enumerar los métodos de pago que aceptan,PAYMENT,check_payment_methods
necesito ayuda para comprobar la fecha estimada de llegada del pedido numero_pedido,ORDER,track_order
corrección de datos en la cuenta platino,ACCOUNT,edit_account
tengo que exigir reembolsos malditos,REFUND,get_refund
necesito ayuda para crear una cuenta freemium,ACCOUNT,create_account
dónde recuperar la contraseña de mi cuenta de usuario,ACCOUNT,recover_password
editando la compra numero_pedido,ORDER,change_order
cómo configurar la dirección de entrega secundaria,SHIPPING,set_up_shipping_address
puedo configurar la dirección de envío,SHIPPING,set_up_shipping_address
tengo que actualizar algunos malditos detalles de mi usuario,ACCOUNT,edit_account
tengo que ver en qué casos puedo pedir que me devuelvan el dinero,REFUND,check_refund_policy
ayuda para ver los malditos cargos de cancelación,CANCEL,check_cancellation_fee
quiero ayuda para cambiar varios artículos de la compra numero_pedido,ORDER,change_order
puedo hablar con un agente,CONTACT,contact_human_agent
ayuda para saber en qué situaciones puedo solicitar un reembolso,REFUND,check_refund_policy
dónde puedo informar de los errores al registrarme,ACCOUNT,registration_problems
hay errores al cambiar mi dirección de entrega,SHIPPING,change_shipping_address
en qué casos puedo solicitar los malditos reembolsos,REFUND,check_refund_policy
cómo puedo ver la factura n 85632,INVOICE,check_invoice
pueden ayudarme a presentar una reclamación de consumidor contra su organización,FEEDBACK,complaint
me puedes ayudar a dejar un comentario sobre un servicio,FEEDBACK,review
no puedo comprobar si hay alguna novedad sobre el reembolso,REFUND,track_refund
dónde puedo consultar cuándo puedo esperar mi maldita entrega,DELIVERY,delivery_period
ayúdenme a presentar una reclamación de cliente contra su empresa,FEEDBACK,complaint
no quiero comprar numero_pedido,ORDER,cancel_order
utilizando una cuenta premium,ACCOUNT,switch_account
no sé qué hacer para obtener un maldito reembolso de dinero,REFUND,get_refund
ver cargo por cancelación,CANCEL,check_cancellation_fee
tengo que informarles de problemas con el pago en línea,PAYMENT,payment_issue
encuentra información sobre cómo abrir una cuenta tipo_cuenta,ACCOUNT,create_account
no sé cómo puedo restablecer la contraseña de mi cuenta,ACCOUNT,recover_password
tengo que ver qué opciones de entrega hay ayúdame,DELIVERY,delivery_options
no sé cómo puedo consultar mi factura n 37777,INVOICE,check_invoice
no sé qué hacer para reportar un error con los pagos,PAYMENT,payment_issue
puedes ayudarme a dejar una reseña para un servicio,FEEDBACK,review
ayúdenme a recibir notificaciones de errores de registro,ACCOUNT,registration_problems
llamo para obtener mi factura de nombre_persona,INVOICE,get_invoice
quiero una cuenta de tipo_cuenta ayúdame a crearla,ACCOUNT,create_account
cómo comprobar el estado actual de la compra numero_pedido,ORDER,track_order
tengo que encontrar la factura número 37777,INVOICE,check_invoice
puedes ayudarme a ver la fecha estimada de entrega del pedido numero_pedido,ORDER,track_order
ver factura de nombre_persona,INVOICE,check_invoice
necesito localizar el pedido numero_pedido cómo puedo hacerlo,ORDER,track_order
es posible realizar un pedido desde ciudad_entrega,DELIVERY,delivery_options
es necesario informar de problemas con el pago en línea,PAYMENT,payment_issue
es posible comprobar cuándo puedo esperar mi artículo,DELIVERY,delivery_period
quiero saber más sobre cómo editar mi dirección de envío,SHIPPING,change_shipping_address
dónde puedo ver la comisión por retiro,CANCEL,check_cancellation_fee
puedo usar el perfil tipo_cuenta,ACCOUNT,switch_account
ayúdame a ver en qué situaciones puedo solicitar un reembolso,REFUND,check_refund_policy
dónde puedo consultar el estado de la compra numero_pedido,ORDER,track_order
ayuda para presentar una reclamación de un cliente contra su organización,FEEDBACK,complaint
me gustaría actualizar los datos de mi cuenta necesito ayuda,ACCOUNT,edit_account
no puedo registrarme cómo puedo notificar sobre problemas de registro,ACCOUNT,registration_problems
eliminar cuenta platino,ACCOUNT,delete_account
necesito ayuda para comunicarme con el servicio al cliente,CONTACT,contact_customer_service
necesito ayuda para informar sobre problemas con el pago en línea,PAYMENT,payment_issue
tengo una pregunta sobre la cancelación de una cuenta estándar,ACCOUNT,delete_account
tengo que notificar un problema con un registro,ACCOUNT,registration_problems
puedo abrir una cuenta de tipo_cuenta para mi hija,ACCOUNT,create_account
podrías indicarme cuánto tarda en llegar el paquete,DELIVERY,delivery_period
dónde puedo consultar el horario de atención al cliente,CONTACT,contact_customer_service
puedo contactar con el servicio de atención al cliente,CONTACT,contact_customer_service
ayuda para restablecer el pin de mi cuenta,ACCOUNT,recover_password
realizan envíos a ciudad_entrega,DELIVERY,delivery_options
ver estado actual de la compra numero_pedido,ORDER,track_order
cómo puedo restablecer mi contraseña de usuario,ACCOUNT,recover_password
necesito ayuda para cancelar la compra numero_pedido,ORDER,cancel_order
quiero ayuda para recuperar el código pin de mi perfil de usuario,ACCOUNT,recover_password
cómo hablar con un agente,CONTACT,contact_human_agent
cómo puedo ver la penalización por rescisión anticipada,CANCEL,check_cancellation_fee
podría indicarme en qué situaciones puedo solicitar un reembolso,REFUND,check_refund_policy
asistencia para ver cuánto tiempo suelen tardar los reembolsos,REFUND,check_refund_policy
problema con la cancelación de cuentas premium,ACCOUNT,delete_account
espero un reembolso de simbolo_moneda monto_reembolso,REFUND,track_refund
no sé cómo puedo ver cuánto tarda el envío,DELIVERY,delivery_period
necesito ver su política de reembolsos me pueden ayudar,REFUND,check_refund_policy
ayúdame a configurar otra dirección de entrega,SHIPPING,set_up_shipping_address
no me ayudan en nada cómo puedo hablar con un agente en directo,CONTACT,contact_human_agent
estoy esperando una restitución oof simbolo_moneda monto_reembolso,REFUND,track_refund
eliminar la cuenta de oro,ACCOUNT,delete_account
necesito ayuda para echar un vistazo rápido a la factura de nombre_persona,INVOICE,check_invoice
no puedo pagar necesito ayuda para reportar un problema con los pagos,PAYMENT,payment_issue
quiero ayuda para comprobar la penalización por rescisión,CANCEL,check_cancellation_fee
dónde puedo obtener una restitución de mi dinero,REFUND,get_refund
no sé qué hacer para informar sobre problemas con los pagos,PAYMENT,payment_issue
pagué simbolo_moneda monto_reembolso por un artículo necesito una compensación,REFUND,get_refund
ayuda para saber cuándo puedo esperar mi producto,DELIVERY,delivery_period
necesito modificar mi dirección de entrega cómo lo hago,SHIPPING,change_shipping_address
puedes ayudarme a usar el perfil de tipo_cuenta,ACCOUNT,switch_account
no sé cómo puedo enviar comentarios sobre un servicio,FEEDBACK,review
ayúdame a revisar tu política de reembolsos,REFUND,check_refund_policy
quieres abrir una cuenta pro,ACCOUNT,create_account
tengo que informar de problemas con el pago en línea,PAYMENT,payment_issue
ayuda para comprobar en qué horario puedo llamar al servicio de atención al cliente,CONTACT,contact_customer_service
necesito ayuda para enviar mis comentarios sobre un producto,FEEDBACK,review
no sé qué debo hacer para restablecer la contraseña de mi cuenta,ACCOUNT,recover_password
