instruction,category,intent,source
ayúdenme a saber a qué hora puedo contactar con el servicio de atención al cliente,CONTACT,contact_customer_service,original
quiero ayuda para ver las opciones de pago permitidas,PAYMENT,check_payment_methods,original
no sé qué hacer para reportar problemas con un registro,ACCOUNT,registration_problems,original
necesito ayuda para cancelar la compra numero_pedido,ORDER,cancel_order,original
qué tengo que hacer para editar mi maldito perfil,ACCOUNT,edit_account,original
no puedo recuperar mi pin de usuario,ACCOUNT,recover_password,original
ayuda para localizar mi maldita factura de nombre_persona,INVOICE,check_invoice,original
pregunta sobre una recuperación de pase,ACCOUNT,recover_password,original
necesito comprar varios de tus artículos,ORDER,place_order,original
qué debo hacer para presentar una queja como consumidor,FEEDBACK,complaint,original
asistencia para presentar una reclamación de cliente,FEEDBACK,complaint,original
no tengo un usuario podrías ayudarme a crear uno,ACCOUNT,create_account,original
ayuda para saber cuándo puedo esperar mi pedido,DELIVERY,delivery_period,original
quiero ayuda para comprobar en qué casos puedo solicitar reembolsos,REFUND,check_refund_policy,original
tengo que ganarme un artículo cómo puedo hacerlo,ORDER,place_order,original
necesito escribir una reseña sobre un servicio cómo puedo hacerlo,FEEDBACK,review,original
no sé qué hacer para comprobar el estado del pedido numero_pedido,ORDER,track_order,original
no puedo informar sobre errores de registro,ACCOUNT,registration_problems,original
puedes ayudarme a calcular las penalizaciones por salida anticipada,CANCEL,check_cancellation_fee,original
puedes ayudarme a recuperar la contraseña de mi perfil de usuario,ACCOUNT,recover_password,original
no puedo recuperar el código pin de mi cuenta de usuario,ACCOUNT,recover_password,original
puedes ayudarme a corregir la compra numero_pedido,ORDER,change_order,original
quiero ayuda para presentar una queja contra su empresa,FEEDBACK,complaint,original
muéstrame qué métodos de envío tengo,DELIVERY,delivery_options,original
hay un problema al intentar modificar la dirección de entrega,SHIPPING,change_shipping_address,original
no sé qué debo hacer para chatear con un agente en vivo,CONTACT,contact_human_agent,original
cómo puedo crear una cuenta premium,ACCOUNT,create_account,original
no sé qué debo hacer para recuperar mi código pin,ACCOUNT,recover_password,original
no sé qué debo hacer para hablar con un agente humano,CONTACT,contact_human_agent,original
cómo puedo consultar el estado actual de la compra numero_pedido,ORDER,track_order,original
necesito ayuda para configurar mi nueva dirección de entrega,SHIPPING,set_up_shipping_address,original
puedes ayudarme a presentar una reclamación contra tu empresa,FEEDBACK,complaint,original
y no puedo enviar una dirección de entrega diferente válida,SHIPPING,set_up_shipping_address,original
reembolsando simbolo_moneda monto_reembolso,REFUND,get_refund,original
puedes ayudarme a solicitar el reembolso de mi dinero,REFUND,get_refund,original
intento comprobar qué métodos de envío puedo elegir,DELIVERY,delivery_options,original
necesito ayuda para notificar errores de registro,ACCOUNT,registration_problems,original
no puedo darme de baja del boletín informativo de la empresa,SUBSCRIPTION,newsletter_subscription,original
no sé qué hacer para cambiar a la cuenta tipo_cuenta,ACCOUNT,switch_account,original
qué tengo que hacer para hablar con el maldito servicio de atención al cliente,CONTACT,contact_customer_service,original
ayuda para corregir la dirección,SHIPPING,change_shipping_address,original
tienes un número gratuito para hablar con atención al cliente,CONTACT,contact_customer_service,original
quiero ayuda para usar la cuenta tipo_cuenta,ACCOUNT,switch_account,original
necesito ayuda para modificar la dirección de entrega,SHIPPING,change_shipping_address,original
viendo facturas de nombre_persona,INVOICE,check_invoice,original
crear usuario,ACCOUNT,create_account,original
espero una restitución de monto_reembolso dólares,REFUND,track_refund,original
no sé cómo puedo obtener mi factura de nombre_persona,INVOICE,get_invoice,original
cambio de pedido numero_pedido,ORDER,change_order,original
tengo que informar de problemas con el pago,PAYMENT,payment_issue,original
necesito ayuda para enumerar los métodos de pago,PAYMENT,check_payment_methods,original
no sé qué tengo que hacer para ver los cargos por cancelación,CANCEL,check_cancellation_fee,original
tengo que configurar mi nueva dirección de entrega necesito ayuda,SHIPPING,set_up_shipping_address,original
me gustaría ver los cargos por cancelación,CANCEL,check_cancellation_fee,original
hay un problema al corregir mi dirección de entrega,SHIPPING,change_shipping_address,original
no sé qué tengo que hacer para restablecer la contraseña de mi cuenta de usuario,ACCOUNT,recover_password,original
tengo que comprobar vuestra garantía de devolución de dinero ayúdenme,REFUND,check_refund_policy,original
dónde puedo encontrar mis facturas de nombre_persona,INVOICE,check_invoice,original
tengo un problema al cancelar la compra numero_pedido,ORDER,cancel_order,original
ayuda para cambiar un artículo de compra numero_pedido,ORDER,change_order,original
no puedo cambiar algo de la compra numero_pedido,ORDER,change_order,original
aceptan tarjeta,PAYMENT,check_payment_methods,original
ayuda para notificar un maldito error con los pagos en línea,PAYMENT,payment_issue,original
sería posible informar de los errores en los pagos,PAYMENT,payment_issue,original
dónde puedo ver las modalidades de pago disponibles,PAYMENT,check_payment_methods,original
tengo un problema con la eliminación de mi cuenta estándar,ACCOUNT,delete_account,original
necesito ayuda para saber en qué casos puedo solicitar un reembolso,REFUND,check_refund_policy,original
no sé qué tengo que hacer para comprobar la tarifa de cancelación,CANCEL,check_cancellation_fee,original
no sé cómo puedo ver mis facturas de nombre_persona,INVOICE,check_invoice,original
no sé cómo podría localizar la factura n 12588,INVOICE,check_invoice,original
puedes ayudarme a usar el perfil pro,ACCOUNT,switch_account,original
necesito ayuda para consultar las tarifas de salida anticipada,CANCEL,check_cancellation_fee,original
no puedo hablar con un agente,CONTACT,contact_human_agent,original
quiero ayuda para comprobar cuánto tarda el envío,DELIVERY,delivery_period,original
llamo para presentar una queja contra su empresa,FEEDBACK,complaint,original
necesito exigir el reembolso del dinero,REFUND,get_refund,original
nueva cuenta tipo_cuenta,ACCOUNT,create_account,original
es posible comprar un artículo,ORDER,place_order,original
cambiando a la cuenta tipo_cuenta,ACCOUNT,switch_account,original
intento averiguar cuándo llegará mi artículo,DELIVERY,delivery_period,original
quiero ayuda para consultar el estado de mi reembolso,REFUND,track_refund,original
ayúdenme a comprobar en qué casos puedo solicitar reembolsos,REFUND,check_refund_policy,original
necesito ayuda para localizar mi compra numero_pedido,ORDER,track_order,original
no sé qué debo hacer para descargar la factura n 12588,INVOICE,get_invoice,original
ayúdenme a entender en qué casos puedo pedir que me devuelvan mi dinero,REFUND,check_refund_policy,original
no sé cómo obtener una restitución del dinero,REFUND,get_refund,original
podría indicarme los métodos de pago disponibles,PAYMENT,check_payment_methods,original
datos correctos en la cuenta pro,ACCOUNT,edit_account,original
quiero ayuda para introducir mi dirección de entrega,SHIPPING,set_up_shipping_address,original
necesito ayuda para enviar comentarios sobre un producto,FEEDBACK,review,original
necesitas ayuda para pedir varios de tus productos,ORDER,place_order,original
no sé qué tengo que hacer para eliminar la cuenta tipo_cuenta,ACCOUNT,delete_account,original
encuentre información sobre la eliminación de una cuenta de oro,ACCOUNT,delete_account,original
envío a ciudad_entrega,DELIVERY,delivery_options,original
tienes un número de teléfono gratuito para hablar con atención al cliente,CONTACT,contact_customer_service,original
no sé qué debo hacer para presentar una queja como consumidor,FEEDBACK,complaint,original
tengo que dejar algunos comentarios sobre sus productos ayúdenme,FEEDBACK,review,original
actualizando la cuenta tipo_cuenta,ACCOUNT,edit_account,original
no necesito la cuenta gold ayúdenme a cerrarla,ACCOUNT,delete_account,original
no sé qué tengo que hacer para cerrar una cuenta de tipo_cuenta,ACCOUNT,delete_account,original
abrir una cuenta nw pro para mi hija,ACCOUNT,create_account,original
necesito ayuda para obtener reembolsos,REFUND,get_refund,original
editar datos en una cuenta estándar,ACCOUNT,edit_account,original
no puedo comprobar si hay alguna noticia sobre la indemnización,REFUND,track_refund,original
dónde puedo presentar una reclamación contra su empresa,FEEDBACK,complaint,original
no sé cómo puedo comprobar su garantía de devolución de dinero,REFUND,check_refund_policy,original
todavía no tengo una cuenta de tipo_cuenta ayúdame a crear una,ACCOUNT,create_account,original
qué debo hacer para localizar mi factura de nombre_persona,INVOICE,check_invoice,original
actualizando el pedido numero_pedido,ORDER,change_order,original
tengo que presentar una reclamación contra su organización,FEEDBACK,complaint,original
necesito ayuda para reportar un problema con el pago en línea,PAYMENT,payment_issue,original
quiero ayuda para comprobar qué opciones de pago están permitidas,PAYMENT,check_payment_methods,original
información sobre la cancelación de mi cuenta tipo_cuenta,ACCOUNT,delete_account,original
he perdido mi pase qué debo hacer para recuperarlo,ACCOUNT,recover_password,original
quiero ayuda para corregir mi dirección de envío,SHIPPING,change_shipping_address,original
tengo problemas para crear una cuenta tipo_cuenta,ACCOUNT,create_account,original
hay un problema al configurar mi nueva dirección de envío,SHIPPING,set_up_shipping_address,original
puedo ver cuánto tiempo suele tardar en llegar mi artículo,DELIVERY,delivery_period,original
quiero ayuda para ver la fecha estimada de entrega de la compra numero_pedido,ORDER,track_order,original
intento comprobar en qué horario puedo contactar con el servicio de atención al cliente,CONTACT,contact_customer_service,original
no sé qué tengo que hacer para ver el cargo por salida anticipada,CANCEL,check_cancellation_fee,original
necesito ayuda para cambiar a la cuenta tipo_cuenta,ACCOUNT,switch_account,original
verificar en qué circunstancias puedo solicitar reembolsos,REFUND,check_refund_policy,original
cómo usar la cuenta tipo_cuenta,ACCOUNT,switch_account,original
quiero ayuda para recuperar la clave de mi perfil,ACCOUNT,recover_password,original
quiero contactar con un agente humano,CONTACT,contact_human_agent,original
la dirección de entrega cambió,SHIPPING,change_shipping_address,original
quiero agresión comprando algunos de sus artículos,ORDER,place_order,original
ayúdenme llamando al servicio al cliente,CONTACT,contact_customer_service,original
intento cambiar la información incluida en mi perfil,ACCOUNT,edit_account,original
intento cancelar la suscripción al boletín informativo de la empresa,SUBSCRIPTION,newsletter_subscription,original
