instruction,category,intent,instruction_es
I am waiting for a restitution of {{Currency Symbol}}{{Refund Amount}},REFUND,track_refund,Estoy esperando la restitución de {{Currency Symbol}}{{Refund Amount}}
i have a question about creating a freemium account,ACCOUNT,create_account,Tengo una pregunta sobre cómo crear una cuenta freemium.
I don't know what I need to do to report registration errors,ACCOUNT,registration_problems,No sé qué debo hacer para reportar errores de registro.
help me see my bill from {{Person Name}},INVOICE,check_invoice,Ayúdame a ver mi factura de {{Nombre de la persona}}
find my bills from {{Person Name}},INVOICE,check_invoice,Encuentra mis facturas de {{Nombre de la persona}}
I do not know how I could submit feedback about a service,FEEDBACK,review,No sé cómo podría enviar comentarios sobre un servicio.
can I add several articles to order {{Order Number}}?,ORDER,change_order,¿Puedo agregar varios artículos al pedido {{Número de pedido}}?
correct order {{Order Number}},ORDER,change_order,Pedido correcto {{Número de pedido}}
i dont know how i can close the platinum account,ACCOUNT,delete_account,No sé cómo puedo cerrar la cuenta platino.
i expect a rebate of {{Refund Amount}} dollars,REFUND,track_refund,Espero un reembolso de {{Refund Amount}} dólares
I need help to give a quick look at the bill #85632,INVOICE,check_invoice,Necesito ayuda para echar un vistazo rápido a la factura n.° 85632.
error submitting my shipping address,SHIPPING,set_up_shipping_address,Error al enviar mi dirección de envío
need assistance to obtain a refund of money,REFUND,get_refund,Necesito ayuda para obtener un reembolso de dinero.
I do not know what I have to do to check my bill #37777,INVOICE,check_invoice,No sé qué tengo que hacer para consultar mi factura n.° 37777.
I cannot receive the fucking newsletter,SUBSCRIPTION,newsletter_subscription,No puedo recibir el maldito boletín informativo.
need ot cancel purchase {{Order Number}},ORDER,cancel_order,Necesito cancelar la compra {{Número de pedido}}
"I want to locate my bill #85632, I need help",INVOICE,check_invoice,"Quiero localizar mi factura n.° 85632, necesito ayuda."
how to see purchase {{Order Number}} current status?,ORDER,track_order,¿Cómo puedo ver el estado actual de la compra {{Número de pedido}}?
i dont know how i can see when will my article arrive,DELIVERY,delivery_period,No sé cómo puedo ver cuándo llegará mi artículo.
I don't know what I have to do to get bill #00108,INVOICE,get_invoice,No sé qué tengo que hacer para obtener la factura n.° 00108.
need help checking what hours i can call customer support,CONTACT,contact_customer_service,Necesito ayuda para saber en qué horario puedo llamar al servicio de atención al cliente.
i need help notifying of registration issues,ACCOUNT,registration_problems,Necesito ayuda para notificar problemas de registro.
assistance to see how soon can I expect my shipment,DELIVERY,delivery_period,Ayuda para saber cuándo puedo esperar mi envío.
i want information about cancel my newsletter subscription,SUBSCRIPTION,newsletter_subscription,Quiero información sobre cómo cancelar mi suscripción al boletín informativo.
can you help me see the early exit penalties?,CANCEL,check_cancellation_fee,¿Puedes ayudarme a ver las penalizaciones por salida anticipada?
I need assistance seeing the early termination penalties,CANCEL,check_cancellation_fee,Necesito ayuda para entender las penalizaciones por rescisión anticipada.
how could I report problems with payment?,PAYMENT,payment_issue,¿Cómo puedo informar sobre problemas con el pago?
can you help me make a reclamation against your company?,FEEDBACK,complaint,¿Podría ayudarme a presentar una reclamación contra su empresa?
lodging customer claim against ur company,FEEDBACK,complaint,Presentación de una reclamación de cliente contra su empresa
what time can I get in touch with customer assistance?,CONTACT,contact_customer_service,¿A qué hora puedo ponerme en contacto con el servicio de atención al cliente?
i want assistance solving a problem with online payments,PAYMENT,payment_issue,Necesito ayuda para resolver un problema con los pagos en línea.
need help checking how long it takes for the item to arrive,DELIVERY,delivery_period,Necesito ayuda para comprobar cuánto tarda en llegar el artículo.
"I have got to see the payment methods, I need assistance",PAYMENT,check_payment_methods,"Tengo que ver los métodos de pago, necesito ayuda."
need assistance to find the fucking invoices from {{Person Name}},INVOICE,check_invoice,Necesito ayuda para encontrar las malditas facturas de {{Nombre de la persona}}
I need assistance purchasing several products,ORDER,place_order,Necesito ayuda para comprar varios productos.
is it possible to place na order from {{Delivery Country}},DELIVERY,delivery_options,¿Es posible realizar un pedido desde {{País de entrega}}?
I don'tknow how to cancel my newsletter subscription,SUBSCRIPTION,newsletter_subscription,No sé cómo cancelar mi suscripción al boletín informativo.
can i see how soon cqn i expect the order,DELIVERY,delivery_period,¿Puedo ver cuándo puedo esperar el pedido?
i dont know how i can lodge a claim,FEEDBACK,complaint,No sé cómo puedo presentar una reclamación.
I want help to talk to customer support,CONTACT,contact_customer_service,Quiero ayuda para hablar con el servicio de atención al cliente.
I have problems with opening a {{Account Category}} account,ACCOUNT,create_account,Tengo problemas para abrir una cuenta de {{Categoría de cuenta}}
where do i inform of goddamn problems with online paymnts,PAYMENT,payment_issue,¿Dónde puedo informar de los malditos problemas con los pagos en línea?
opdn freemium account,ACCOUNT,create_account,cuenta freemium de OPDN
i want assistance to speak to an agentt,CONTACT,contact_human_agent,Quiero ayuda para hablar con un agente.
how to inform of payment probloems?,PAYMENT,payment_issue,¿Cómo informar sobre problemas de pago?
help to enter a different shipping address,SHIPPING,set_up_shipping_address,Ayuda para introducir una dirección de envío diferente
i want assistance to delete the {{Account Type}} account,ACCOUNT,delete_account,Quiero ayuda para eliminar la cuenta {{Account Type}}
I do not know how I can remove the standard account,ACCOUNT,delete_account,No sé cómo puedo eliminar la cuenta estándar.
could you help me to open a platinum account for my dad?,ACCOUNT,create_account,¿Podrías ayudarme a abrir una cuenta platino para mi padre?
I don't know how I can receive reimbursements of money,REFUND,get_refund,No sé cómo puedo recibir reembolsos de dinero.
purchase {{Order Number}} current status,ORDER,track_order,estado actual de la compra {{Número de pedido}}
what do I have to do to cancel my {{Account Category}} account?,ACCOUNT,delete_account,¿Qué debo hacer para cancelar mi cuenta de {{Categoría de cuenta}}?
open a {{Account Type}} account for my dad,ACCOUNT,create_account,Abrir una cuenta {{Account Type}} para mi padre
I need to check in which cases can I ask for a reimbursement,REFUND,check_refund_policy,Necesito comprobar en qué casos puedo solicitar un reembolso.
"I want to set up a secondary delivery address, how to do it?",SHIPPING,set_up_shipping_address,"Quiero configurar una dirección de entrega secundaria, ¿cómo puedo hacerlo?"
I don't know what I have to do to see the withdrawal charges,CANCEL,check_cancellation_fee,No sé qué tengo que hacer para ver los cargos por retiro.
call customer support,CONTACT,contact_customer_service,llamar al servicio de atención al cliente
I want help byying some bloody products,ORDER,place_order,Quiero ayuda para comprar algunos productos sangrientos
need to unsubscribe from ur newsletter,SUBSCRIPTION,newsletter_subscription,Necesito darme de baja de nuestro boletín informativo.
help checking when my article is gonna arrive,DELIVERY,delivery_period,Ayuda para saber cuándo llegará mi artículo.
I try to see when my delivery is going to arrive,DELIVERY,delivery_period,Intento averiguar cuándo va a llegar mi pedido.
need assistance to create a standard account for my fiance,ACCOUNT,create_account,Necesito ayuda para crear una cuenta estándar para mi prometido.
i want help seeing in what cases can i ask to be refunded,REFUND,check_refund_policy,Quiero ayuda para saber en qué casos puedo solicitar un reembolso.
i want information about creatign a {{Account Category}} account,ACCOUNT,create_account,Quiero información sobre cómo crear una cuenta de {{Categoría de cuenta}}.
I do not know how to talk to damn customer support,CONTACT,contact_customer_service,No sé cómo hablar con el maldito servicio de atención al cliente.
help me to delete an item from order {{Order Number}},ORDER,change_order,Ayúdame a eliminar un artículo del pedido {{Número de pedido}}
"I need to check my bill #12588, could you help me?",INVOICE,check_invoice,"Necesito revisar mi factura número 12588, ¿podría ayudarme?"
can you help me seeing how soon can I expect my order?,DELIVERY,delivery_period,¿Podrías ayudarme a saber cuándo puedo esperar mi pedido?
i need assistance changing the delivery address,SHIPPING,change_shipping_address,Necesito ayuda para cambiar la dirección de entrega.
see purchase {{Order Number}} current status,ORDER,track_order,ver estado actual de la compra {{Número de pedido}}
"I want  to list your payment options, can you help me?",PAYMENT,check_payment_methods,"Quiero ver las opciones de pago disponibles, ¿me pueden ayudar?"
"I want to modify purchase {{Order Number}}, I need assistance",ORDER,change_order,"Quiero modificar la compra {{Número de pedido}}, necesito ayuda."
want assistance to see what shipment methods are there,DELIVERY,delivery_options,Quiero ayuda para ver qué métodos de envío hay
where to edit my delivery address?,SHIPPING,change_shipping_address,¿Dónde puedo editar mi dirección de entrega?
I want assistance to chjange to the gold account,ACCOUNT,switch_account,Quiero ayuda para cambiar a la cuenta de oro.
can I use the premium profile?,ACCOUNT,switch_account,¿Puedo usar el perfil premium?
want assistance to check the early exit fee,CANCEL,check_cancellation_fee,¿Necesitas ayuda para consultar la tarifa de salida anticipada?
need help seeing your allowed payment modalities,PAYMENT,check_payment_methods,¿Necesitas ayuda para ver tus modalidades de pago permitidas?
help recovering my userpassword,ACCOUNT,recover_password,Ayuda para recuperar mi usuario y contraseña
"I want to cancel my subscription to the newsletter, help me",SUBSCRIPTION,newsletter_subscription,"Quiero cancelar mi suscripción al boletín informativo, ayúdenme."
can you show me the early termination fee?,CANCEL,check_cancellation_fee,¿Puedes mostrarme la tarifa por cancelación anticipada?
I would like to change to the {{Account Type}} account,ACCOUNT,switch_account,Me gustaría cambiar a la cuenta {{Account Type}}
